분석단위ID,detail_file
R10_8941044_초등학교,details/detail_part_016.parquet
R10_8941045_초등학교,details/detail_part_016.parquet
R10_8941046_초등학교,details/detail_part_016.parquet
R10_8941047_초등학교,details/detail_part_016.parquet
R10_8941048_초등학교,details/detail_part_016.parquet
R10_8941049_초등학교,details/detail_part_016.parquet
R10_8941050_초등학교,details/detail_part_016.parquet
R10_8941051_초등학교,details/detail_part_016.parquet
R10_8941052_초등학교,details/detail_part_016.parquet
R10_8941053_초등학교,details/detail_part_016.parquet
R10_8941054_초등학교,details/detail_part_016.parquet
R10_8941055_초등학교,details/detail_part_016.parquet
R10_8941056_초등학교,details/detail_part_016.parquet
R10_8941057_초등학교,details/detail_part_016.parquet
R10_8941058_초등학교,details/detail_part_016.parquet
R10_8941059_초등학교,details/detail_part_016.parquet
R10_8941061_중학교,details/detail_part_016.parquet
R10_8941062_중학교,details/detail_part_016.parquet
R10_8941063_중학교,details/detail_part_016.parquet
R10_8941064_중학교,details/detail_part_016.parquet
R10_8941065_중학교,details/detail_part_016.parquet
R10_8941066_중학교,details/detail_part_016.parquet
R10_8941067_중학교,details/detail_part_016.parquet
R10_8941068_중학교,details/detail_part_016.parquet
R10_8941069_중학교,details/detail_part_016.parquet
R10_8941070_중학교,details/detail_part_016.parquet
R10_8941078_중학교,details/detail_part_016.parquet
R10_8951018_초등학교,details/detail_part_016.parquet
R10_8951019_초등학교,details/detail_part_016.parquet
R10_8951020_초등학교,details/detail_part_016.parquet
R10_8951021_초등학교,details/detail_part_016.parquet
R10_8951022_초등학교,details/detail_part_016.parquet
R10_8951023_초등학교,details/detail_part_016.parquet
R10_8951024_초등학교,details/detail_part_016.parquet
R10_8951025_초등학교,details/detail_part_016.parquet
R10_8951026_초등학교,details/detail_part_016.parquet
R10_8951027_초등학교,details/detail_part_016.parquet
R10_8951028_초등학교,details/detail_part_016.parquet
R10_8951029_중학교,details/detail_part_016.parquet
R10_8951030_중학교,details/detail_part_016.parquet
R10_8951031_중학교,details/detail_part_016.parquet
R10_8951032_중학교,details/detail_part_016.parquet
R10_8951033_중학교,details/detail_part_016.parquet
R10_8951034_중학교,details/detail_part_016.parquet
R10_8951035_중학교,details/detail_part_016.parquet
R10_8951036_중학교,details/detail_part_016.parquet
R10_8951037_중학교,details/detail_part_016.parquet
R10_8951041_초등학교,details/detail_part_016.parquet
R10_8961025_초등학교,details/detail_part_016.parquet
R10_8961026_초등학교,details/detail_part_016.parquet
R10_8961027_초등학교,details/detail_part_016.parquet
R10_8961028_초등학교,details/detail_part_016.parquet
R10_8961029_초등학교,details/detail_part_016.parquet
R10_8961030_초등학교,details/detail_part_016.parquet
R10_8961031_초등학교,details/detail_part_016.parquet
R10_8961032_초등학교,details/detail_part_016.parquet
R10_8961033_초등학교,details/detail_part_016.parquet
R10_8961034_초등학교,details/detail_part_016.parquet
R10_8961035_초등학교,details/detail_part_016.parquet
R10_8961036_초등학교,details/detail_part_016.parquet
R10_8961037_초등학교,details/detail_part_016.parquet
R10_8961038_초등학교,details/detail_part_016.parquet
R10_8961044_초등학교,details/detail_part_016.parquet
R10_8961048_중학교,details/detail_part_016.parquet
R10_8961050_중학교,details/detail_part_016.parquet
R10_8961052_중학교,details/detail_part_016.parquet
R10_8961053_중학교,details/detail_part_016.parquet
R10_8961055_중학교,details/detail_part_016.parquet
R10_8961056_중학교,details/detail_part_016.parquet
R10_8961061_중학교,details/detail_part_016.parquet
R10_8971026_초등학교,details/detail_part_016.parquet
R10_8971027_초등학교,details/detail_part_016.parquet
R10_8971028_초등학교,details/detail_part_016.parquet
R10_8971029_초등학교,details/detail_part_016.parquet
R10_8971031_초등학교,details/detail_part_016.parquet
R10_8971032_초등학교,details/detail_part_016.parquet
R10_8971033_초등학교,details/detail_part_016.parquet
R10_8971034_초등학교,details/detail_part_016.parquet
R10_8971036_초등학교,details/detail_part_016.parquet
R10_8971037_초등학교,details/detail_part_016.parquet
R10_8971038_초등학교,details/detail_part_016.parquet
R10_8971039_초등학교,details/detail_part_016.parquet
R10_8971041_초등학교,details/detail_part_016.parquet
R10_8971043_초등학교,details/detail_part_016.parquet
R10_8971045_중학교,details/detail_part_016.parquet
R10_8971046_중학교,details/detail_part_016.parquet
R10_8971047_중학교,details/detail_part_016.parquet
R10_8971048_중학교,details/detail_part_016.parquet
R10_8971049_중학교,details/detail_part_016.parquet
R10_8971050_중학교,details/detail_part_016.parquet
R10_8971052_중학교,details/detail_part_016.parquet
R10_8971053_중학교,details/detail_part_016.parquet
R10_8971063_초등학교,details/detail_part_016.parquet
R10_8981012_초등학교,details/detail_part_016.parquet
R10_8981013_초등학교,details/detail_part_016.parquet
R10_8981014_초등학교,details/detail_part_016.parquet
R10_8981015_초등학교,details/detail_part_016.parquet
R10_8981025_중학교,details/detail_part_016.parquet
R10__고등학교,details/detail_part_016.parquet
R10__중학교,details/detail_part_016.parquet
R10__초등학교,details/detail_part_016.parquet
S10_7006350_초등학교,details/detail_part_016.parquet
S10_9010031_고등학교,details/detail_part_016.parquet
S10_9010032_고등학교,details/detail_part_016.parquet
S10_9010033_고등학교,details/detail_part_016.parquet
S10_9010034_고등학교,details/detail_part_016.parquet
S10_9010037_고등학교,details/detail_part_016.parquet
S10_9010038_고등학교,details/detail_part_016.parquet
S10_9010039_고등학교,details/detail_part_016.parquet
S10_9010040_고등학교,details/detail_part_016.parquet
S10_9010041_고등학교,details/detail_part_016.parquet
S10_9010042_고등학교,details/detail_part_016.parquet
S10_9010045_고등학교,details/detail_part_016.parquet
S10_9010046_고등학교,details/detail_part_016.parquet
S10_9010047_고등학교,details/detail_part_016.parquet
S10_9010048_고등학교,details/detail_part_016.parquet
S10_9010049_고등학교,details/detail_part_016.parquet
S10_9010050_고등학교,details/detail_part_016.parquet
S10_9010051_고등학교,details/detail_part_016.parquet
S10_9010052_고등학교,details/detail_part_016.parquet
S10_9010053_고등학교,details/detail_part_016.parquet
S10_9010054_고등학교,details/detail_part_016.parquet
S10_9010056_고등학교,details/detail_part_016.parquet
S10_9010057_고등학교,details/detail_part_016.parquet
S10_9010058_고등학교,details/detail_part_016.parquet
S10_9010060_고등학교,details/detail_part_016.parquet
S10_9010061_고등학교,details/detail_part_017.parquet
S10_9010062_고등학교,details/detail_part_017.parquet
S10_9010063_고등학교,details/detail_part_017.parquet
S10_9010064_고등학교,details/detail_part_017.parquet
S10_9010065_고등학교,details/detail_part_017.parquet
S10_9010066_고등학교,details/detail_part_017.parquet
S10_9010067_고등학교,details/detail_part_017.parquet
S10_9010068_고등학교,details/detail_part_017.parquet
S10_9010069_고등학교,details/detail_part_017.parquet
S10_9010070_고등학교,details/detail_part_017.parquet
S10_9010071_고등학교,details/detail_part_017.parquet
S10_9010072_고등학교,details/detail_part_017.parquet
S10_9010073_고등학교,details/detail_part_017.parquet
S10_9010074_고등학교,details/detail_part_017.parquet
S10_9010075_고등학교,details/detail_part_017.parquet
S10_9010076_고등학교,details/detail_part_017.parquet
S10_9010077_고등학교,details/detail_part_017.parquet
S10_9010079_고등학교,details/detail_part_017.parquet
S10_9010080_고등학교,details/detail_part_017.parquet
S10_9010081_고등학교,details/detail_part_017.parquet
S10_9010082_고등학교,details/detail_part_017.parquet
S10_9010083_고등학교,details/detail_part_017.parquet
S10_9010084_고등학교,details/detail_part_017.parquet
S10_9010085_고등학교,details/detail_part_017.parquet
S10_9010086_고등학교,details/detail_part_017.parquet
S10_9010087_고등학교,details/detail_part_017.parquet
S10_9010088_고등학교,details/detail_part_017.parquet
S10_9010089_고등학교,details/detail_part_017.parquet
S10_9010090_고등학교,details/detail_part_017.parquet
S10_9010091_고등학교,details/detail_part_017.parquet
S10_9010092_고등학교,details/detail_part_017.parquet
S10_9010093_고등학교,details/detail_part_017.parquet
S10_9010094_고등학교,details/detail_part_017.parquet
S10_9010095_고등학교,details/detail_part_017.parquet
S10_9010096_고등학교,details/detail_part_017.parquet
S10_9010097_고등학교,details/detail_part_017.parquet
S10_9010098_고등학교,details/detail_part_017.parquet
S10_9010099_고등학교,details/detail_part_017.parquet
S10_9010100_고등학교,details/detail_part_017.parquet
S10_9010101_고등학교,details/detail_part_017.parquet
S10_9010102_고등학교,details/detail_part_017.parquet
S10_9010106_고등학교,details/detail_part_017.parquet
S10_9010108_고등학교,details/detail_part_017.parquet
S10_9010109_고등학교,details/detail_part_017.parquet
S10_9010110_고등학교,details/detail_part_017.parquet
S10_9010111_고등학교,details/detail_part_017.parquet
S10_9010112_고등학교,details/detail_part_017.parquet
S10_9010113_고등학교,details/detail_part_017.parquet
S10_9010114_고등학교,details/detail_part_017.parquet
S10_9010115_고등학교,details/detail_part_017.parquet
S10_9010116_고등학교,details/detail_part_017.parquet
S10_9010117_고등학교,details/detail_part_017.parquet
S10_9010118_고등학교,details/detail_part_017.parquet
S10_9010119_고등학교,details/detail_part_017.parquet
S10_9010120_고등학교,details/detail_part_017.parquet
S10_9010121_고등학교,details/detail_part_017.parquet
S10_9010123_고등학교,details/detail_part_017.parquet
S10_9010128_고등학교,details/detail_part_017.parquet
S10_9010129_고등학교,details/detail_part_017.parquet
S10_9010130_고등학교,details/detail_part_017.parquet
S10_9010132_고등학교,details/detail_part_017.parquet
S10_9010135_고등학교,details/detail_part_017.parquet
S10_9010138_고등학교,details/detail_part_017.parquet
S10_9010139_고등학교,details/detail_part_017.parquet
S10_9010147_고등학교,details/detail_part_017.parquet
S10_9010151_고등학교,details/detail_part_017.parquet
S10_9010156_고등학교,details/detail_part_017.parquet
S10_9010160_고등학교,details/detail_part_017.parquet
S10_9010165_고등학교,details/detail_part_017.parquet
S10_9010172_고등학교,details/detail_part_017.parquet
S10_9010177_고등학교,details/detail_part_017.parquet
S10_9010183_고등학교,details/detail_part_017.parquet
S10_9010189_고등학교,details/detail_part_017.parquet
S10_9010191_고등학교,details/detail_part_017.parquet
S10_9010192_고등학교,details/detail_part_017.parquet
S10_9010194_고등학교,details/detail_part_017.parquet
S10_9010200_고등학교,details/detail_part_017.parquet
S10_9010200_중학교,details/detail_part_017.parquet
S10_9010200_초등학교,details/detail_part_017.parquet
S10_9010201_고등학교,details/detail_part_017.parquet
S10_9010201_중학교,details/detail_part_017.parquet
S10_9010201_초등학교,details/detail_part_017.parquet
S10_9010202_고등학교,details/detail_part_017.parquet
S10_9010202_중학교,details/detail_part_017.parquet
S10_9010202_초등학교,details/detail_part_017.parquet
S10_9010221_고등학교,details/detail_part_017.parquet
S10_9010222_고등학교,details/detail_part_017.parquet
S10_9010223_고등학교,details/detail_part_017.parquet
S10_9010224_고등학교,details/detail_part_017.parquet
S10_9010226_고등학교,details/detail_part_017.parquet
S10_9010227_고등학교,details/detail_part_017.parquet
S10_9010229_고등학교,details/detail_part_017.parquet
S10_9010230_고등학교,details/detail_part_017.parquet
S10_9010231_고등학교,details/detail_part_017.parquet
S10_9010232_고등학교,details/detail_part_017.parquet
S10_9010233_고등학교,details/detail_part_017.parquet
S10_9010234_고등학교,details/detail_part_017.parquet
S10_9010237_고등학교,details/detail_part_017.parquet
S10_9010240_고등학교,details/detail_part_017.parquet
S10_9010241_고등학교,details/detail_part_017.parquet
S10_9010242_고등학교,details/detail_part_017.parquet
S10_9010244_고등학교,details/detail_part_017.parquet
S10_9010247_고등학교,details/detail_part_017.parquet
S10_9010252_고등학교,details/detail_part_017.parquet
S10_9010253_고등학교,details/detail_part_017.parquet
S10_9010254_고등학교,details/detail_part_017.parquet
S10_9010255_고등학교,details/detail_part_017.parquet
S10_9010256_고등학교,details/detail_part_017.parquet
S10_9010259_고등학교,details/detail_part_017.parquet
S10_9010260_고등학교,details/detail_part_017.parquet
S10_9010261_고등학교,details/detail_part_017.parquet
S10_9010262_고등학교,details/detail_part_017.parquet
S10_9010265_고등학교,details/detail_part_017.parquet
S10_9010267_고등학교,details/detail_part_017.parquet
S10_9010273_고등학교,details/detail_part_017.parquet
S10_9010275_고등학교,details/detail_part_017.parquet
S10_9010276_고등학교,details/detail_part_017.parquet
S10_9010277_고등학교,details/detail_part_017.parquet
S10_9010278_고등학교,details/detail_part_017.parquet
S10_9010279_고등학교,details/detail_part_017.parquet
S10_9010280_고등학교,details/detail_part_017.parquet
S10_9010281_고등학교,details/detail_part_017.parquet
S10_9010282_고등학교,details/detail_part_017.parquet
S10_9010283_고등학교,details/detail_part_017.parquet
S10_9010293_고등학교,details/detail_part_017.parquet
S10_9010294_고등학교,details/detail_part_017.parquet
S10_9010295_고등학교,details/detail_part_017.parquet
S10_9010296_고등학교,details/detail_part_017.parquet
S10_9010297_고등학교,details/detail_part_017.parquet
S10_9010298_고등학교,details/detail_part_017.parquet
S10_9010299_고등학교,details/detail_part_017.parquet
S10_9010300_고등학교,details/detail_part_017.parquet
S10_9010301_고등학교,details/detail_part_017.parquet
S10_9010305_고등학교,details/detail_part_017.parquet
S10_9010306_고등학교,details/detail_part_017.parquet
S10_9010309_고등학교,details/detail_part_017.parquet
S10_9010319_고등학교,details/detail_part_017.parquet
S10_9010320_고등학교,details/detail_part_017.parquet
S10_9010321_고등학교,details/detail_part_017.parquet
S10_9010322_고등학교,details/detail_part_017.parquet
S10_9010323_고등학교,details/detail_part_017.parquet
S10_9010327_고등학교,details/detail_part_017.parquet
S10_9010328_고등학교,details/detail_part_017.parquet
S10_9010329_고등학교,details/detail_part_017.parquet
S10_9010330_고등학교,details/detail_part_017.parquet
S10_9010332_고등학교,details/detail_part_017.parquet
S10_9010333_고등학교,details/detail_part_017.parquet
S10_9010334_고등학교,details/detail_part_017.parquet
S10_9010335_고등학교,details/detail_part_017.parquet
S10_9010337_고등학교,details/detail_part_017.parquet
S10_9010346_고등학교,details/detail_part_017.parquet
S10_9010347_고등학교,details/detail_part_017.parquet
S10_9010348_고등학교,details/detail_part_017.parquet
S10_9010348_중학교,details/detail_part_017.parquet
S10_9010348_초등학교,details/detail_part_017.parquet
S10_9010350_고등학교,details/detail_part_017.parquet
S10_9010388_고등학교,details/detail_part_017.parquet
S10_9010397_고등학교,details/detail_part_017.parquet
S10_9010397_중학교,details/detail_part_017.parquet
S10_9010397_초등학교,details/detail_part_017.parquet
S10_9010398_고등학교,details/detail_part_017.parquet
S10_9010405_고등학교,details/detail_part_017.parquet
S10_9010406_고등학교,details/detail_part_017.parquet
S10_9010429_고등학교,details/detail_part_017.parquet
S10_9010430_고등학교,details/detail_part_017.parquet
S10_9010431_고등학교,details/detail_part_017.parquet
S10_9010432_고등학교,details/detail_part_017.parquet
S10_9010433_고등학교,details/detail_part_017.parquet
S10_9010434_고등학교,details/detail_part_017.parquet
S10_9010434_중학교,details/detail_part_017.parquet
S10_9010434_초등학교,details/detail_part_017.parquet
S10_9010437_고등학교,details/detail_part_017.parquet
S10_9010438_고등학교,details/detail_part_017.parquet
S10_9010462_고등학교,details/detail_part_017.parquet
S10_9010463_고등학교,details/detail_part_017.parquet
S10_9010464_고등학교,details/detail_part_017.parquet
S10_9010479_고등학교,details/detail_part_017.parquet
S10_9010480_고등학교,details/detail_part_017.parquet
S10_9010503_고등학교,details/detail_part_017.parquet
S10_9010503_중학교,details/detail_part_017.parquet
S10_9010503_초등학교,details/detail_part_017.parquet
S10_9010505_고등학교,details/detail_part_017.parquet
S10_9010516_고등학교,details/detail_part_017.parquet
S10_9010531_고등학교,details/detail_part_017.parquet
S10_9010533_중학교,details/detail_part_017.parquet
S10_9010536_고등학교,details/detail_part_017.parquet
S10_9010536_중학교,details/detail_part_017.parquet
S10_9010536_초등학교,details/detail_part_017.parquet
S10_9010537_고등학교,details/detail_part_017.parquet
S10_9010538_고등학교,details/detail_part_017.parquet
S10_9010539_고등학교,details/detail_part_017.parquet
S10_9010570_고등학교,details/detail_part_017.parquet
S10_9010572_고등학교,details/detail_part_017.parquet
S10_9010572_중학교,details/detail_part_017.parquet
S10_9010572_초등학교,details/detail_part_017.parquet
S10_9010655_고등학교,details/detail_part_017.parquet
S10_9010659_고등학교,details/detail_part_017.parquet
S10_9010668_고등학교,details/detail_part_017.parquet
S10_9010672_고등학교,details/detail_part_017.parquet
S10_9010690_고등학교,details/detail_part_017.parquet
S10_9010691_고등학교,details/detail_part_017.parquet
S10_9010691_중학교,details/detail_part_017.parquet
S10_9010691_초등학교,details/detail_part_017.parquet
S10_9010695_고등학교,details/detail_part_017.parquet
S10_9010695_중학교,details/detail_part_017.parquet
S10_9010695_초등학교,details/detail_part_017.parquet
S10_9010696_고등학교,details/detail_part_017.parquet
S10_9010697_고등학교,details/detail_part_017.parquet
S10_9010698_고등학교,details/detail_part_017.parquet
S10_9010699_고등학교,details/detail_part_017.parquet
S10_9010700_고등학교,details/detail_part_017.parquet
S10_9010728_고등학교,details/detail_part_017.parquet
S10_9022012_초등학교,details/detail_part_017.parquet
S10_9022013_초등학교,details/detail_part_017.parquet
S10_9022014_초등학교,details/detail_part_017.parquet
S10_9022015_초등학교,details/detail_part_017.parquet
S10_9022016_초등학교,details/detail_part_017.parquet
S10_9022017_초등학교,details/detail_part_017.parquet
S10_9022018_초등학교,details/detail_part_017.parquet
S10_9022019_초등학교,details/detail_part_017.parquet
S10_9022020_초등학교,details/detail_part_017.parquet
S10_9022021_초등학교,details/detail_part_017.parquet
S10_9022022_초등학교,details/detail_part_017.parquet
S10_9022023_초등학교,details/detail_part_017.parquet
S10_9022024_초등학교,details/detail_part_017.parquet
S10_9022025_초등학교,details/detail_part_017.parquet
S10_9022026_초등학교,details/detail_part_017.parquet
S10_9022027_초등학교,details/detail_part_017.parquet
S10_9022028_초등학교,details/detail_part_017.parquet
S10_9022029_초등학교,details/detail_part_017.parquet
S10_9022030_초등학교,details/detail_part_017.parquet
S10_9022031_초등학교,details/detail_part_017.parquet
S10_9022032_초등학교,details/detail_part_017.parquet
S10_9022033_초등학교,details/detail_part_017.parquet
S10_9022034_초등학교,details/detail_part_017.parquet
S10_9022035_초등학교,details/detail_part_017.parquet
S10_9022036_초등학교,details/detail_part_017.parquet
S10_9022038_초등학교,details/detail_part_017.parquet
S10_9022039_초등학교,details/detail_part_017.parquet
S10_9022040_초등학교,details/detail_part_017.parquet
S10_9022041_초등학교,details/detail_part_017.parquet
S10_9022042_초등학교,details/detail_part_017.parquet
S10_9022043_초등학교,details/detail_part_017.parquet
S10_9022044_초등학교,details/detail_part_017.parquet
S10_9022045_초등학교,details/detail_part_017.parquet
S10_9022046_초등학교,details/detail_part_017.parquet
S10_9022047_초등학교,details/detail_part_017.parquet
S10_9022048_초등학교,details/detail_part_017.parquet
S10_9022049_초등학교,details/detail_part_017.parquet
S10_9022050_초등학교,details/detail_part_017.parquet
S10_9022051_초등학교,details/detail_part_017.parquet
S10_9022052_초등학교,details/detail_part_017.parquet
S10_9022053_초등학교,details/detail_part_017.parquet
S10_9022054_초등학교,details/detail_part_017.parquet
S10_9022055_초등학교,details/detail_part_017.parquet
S10_9022056_초등학교,details/detail_part_017.parquet
S10_9022057_초등학교,details/detail_part_017.parquet
S10_9022058_초등학교,details/detail_part_017.parquet
S10_9022059_초등학교,details/detail_part_017.parquet
S10_9022060_초등학교,details/detail_part_017.parquet
S10_9022061_초등학교,details/detail_part_017.parquet
S10_9022062_초등학교,details/detail_part_017.parquet
S10_9022063_초등학교,details/detail_part_017.parquet
S10_9022064_초등학교,details/detail_part_017.parquet
S10_9022065_초등학교,details/detail_part_017.parquet
S10_9022066_초등학교,details/detail_part_017.parquet
S10_9022067_초등학교,details/detail_part_017.parquet
S10_9022068_초등학교,details/detail_part_017.parquet
S10_9022069_초등학교,details/detail_part_017.parquet
S10_9022070_초등학교,details/detail_part_017.parquet
S10_9022071_초등학교,details/detail_part_017.parquet
S10_9022072_초등학교,details/detail_part_017.parquet
S10_9022073_초등학교,details/detail_part_017.parquet
S10_9022074_초등학교,details/detail_part_017.parquet
S10_9022075_초등학교,details/detail_part_017.parquet
S10_9022076_초등학교,details/detail_part_017.parquet
S10_9022077_초등학교,details/detail_part_017.parquet
S10_9022078_초등학교,details/detail_part_017.parquet
S10_9022079_초등학교,details/detail_part_017.parquet
S10_9022080_초등학교,details/detail_part_017.parquet
S10_9022081_초등학교,details/detail_part_017.parquet
S10_9022082_초등학교,details/detail_part_017.parquet
S10_9022085_초등학교,details/detail_part_017.parquet
S10_9022086_초등학교,details/detail_part_017.parquet
S10_9022087_초등학교,details/detail_part_017.parquet
S10_9022088_초등학교,details/detail_part_017.parquet
S10_9022089_초등학교,details/detail_part_017.parquet
S10_9022090_초등학교,details/detail_part_017.parquet
S10_9022091_초등학교,details/detail_part_017.parquet
S10_9022092_초등학교,details/detail_part_017.parquet
S10_9022093_초등학교,details/detail_part_017.parquet
S10_9022094_초등학교,details/detail_part_017.parquet
S10_9022095_초등학교,details/detail_part_017.parquet
S10_9022096_초등학교,details/detail_part_017.parquet
S10_9022097_초등학교,details/detail_part_017.parquet
S10_9022098_초등학교,details/detail_part_017.parquet
S10_9022099_초등학교,details/detail_part_017.parquet
S10_9022100_초등학교,details/detail_part_017.parquet
S10_9022101_초등학교,details/detail_part_017.parquet
S10_9022102_초등학교,details/detail_part_017.parquet
S10_9022103_초등학교,details/detail_part_017.parquet
S10_9022104_초등학교,details/detail_part_017.parquet
S10_9022105_초등학교,details/detail_part_017.parquet
S10_9022106_초등학교,details/detail_part_017.parquet
S10_9022107_초등학교,details/detail_part_017.parquet
S10_9022108_초등학교,details/detail_part_017.parquet
S10_9022109_초등학교,details/detail_part_017.parquet
S10_9022110_초등학교,details/detail_part_017.parquet
S10_9022111_초등학교,details/detail_part_017.parquet
S10_9022112_초등학교,details/detail_part_017.parquet
S10_9022113_초등학교,details/detail_part_017.parquet
S10_9022114_초등학교,details/detail_part_017.parquet
S10_9022115_중학교,details/detail_part_017.parquet
S10_9022116_중학교,details/detail_part_017.parquet
S10_9022120_중학교,details/detail_part_017.parquet
S10_9022121_중학교,details/detail_part_017.parquet
S10_9022122_중학교,details/detail_part_017.parquet
S10_9022123_중학교,details/detail_part_017.parquet
S10_9022124_중학교,details/detail_part_017.parquet
S10_9022125_중학교,details/detail_part_017.parquet
S10_9022126_중학교,details/detail_part_017.parquet
S10_9022127_중학교,details/detail_part_017.parquet
S10_9022128_중학교,details/detail_part_017.parquet
S10_9022129_중학교,details/detail_part_017.parquet
S10_9022130_중학교,details/detail_part_017.parquet
S10_9022131_중학교,details/detail_part_017.parquet
S10_9022133_중학교,details/detail_part_017.parquet
S10_9022134_중학교,details/detail_part_017.parquet
S10_9022135_중학교,details/detail_part_017.parquet
S10_9022136_중학교,details/detail_part_017.parquet
S10_9022137_중학교,details/detail_part_017.parquet
S10_9022138_중학교,details/detail_part_017.parquet
S10_9022139_중학교,details/detail_part_017.parquet
S10_9022140_중학교,details/detail_part_017.parquet
S10_9022141_중학교,details/detail_part_017.parquet
S10_9022142_중학교,details/detail_part_017.parquet
S10_9022143_중학교,details/detail_part_017.parquet
S10_9022144_중학교,details/detail_part_017.parquet
S10_9022145_중학교,details/detail_part_017.parquet
S10_9022146_중학교,details/detail_part_017.parquet
S10_9022147_중학교,details/detail_part_017.parquet
S10_9022148_중학교,details/detail_part_017.parquet
S10_9022149_중학교,details/detail_part_017.parquet
S10_9022150_중학교,details/detail_part_017.parquet
S10_9022151_중학교,details/detail_part_017.parquet
S10_9022152_중학교,details/detail_part_017.parquet
S10_9022153_중학교,details/detail_part_017.parquet
S10_9022154_중학교,details/detail_part_017.parquet
S10_9022155_중학교,details/detail_part_017.parquet
S10_9022156_중학교,details/detail_part_017.parquet
S10_9022157_중학교,details/detail_part_017.parquet
S10_9022158_중학교,details/detail_part_017.parquet
S10_9022159_중학교,details/detail_part_017.parquet
S10_9022160_중학교,details/detail_part_017.parquet
S10_9022161_중학교,details/detail_part_017.parquet
S10_9022162_중학교,details/detail_part_017.parquet
S10_9022163_중학교,details/detail_part_017.parquet
S10_9022164_중학교,details/detail_part_017.parquet
S10_9022165_중학교,details/detail_part_017.parquet
S10_9022166_중학교,details/detail_part_017.parquet
S10_9022167_중학교,details/detail_part_017.parquet
S10_9022168_중학교,details/detail_part_017.parquet
S10_9022169_중학교,details/detail_part_017.parquet
S10_9022170_중학교,details/detail_part_017.parquet
S10_9022171_중학교,details/detail_part_017.parquet
S10_9022172_중학교,details/detail_part_017.parquet
S10_9022173_중학교,details/detail_part_017.parquet
S10_9022174_중학교,details/detail_part_017.parquet
S10_9022175_중학교,details/detail_part_017.parquet
S10_9022176_중학교,details/detail_part_017.parquet
S10_9022177_중학교,details/detail_part_017.parquet
S10_9022379_초등학교,details/detail_part_017.parquet
S10_9022387_초등학교,details/detail_part_017.parquet
S10_9022388_초등학교,details/detail_part_017.parquet
S10_9022389_초등학교,details/detail_part_017.parquet
S10_9022390_초등학교,details/detail_part_017.parquet
S10_9022391_초등학교,details/detail_part_017.parquet
S10_9022392_초등학교,details/detail_part_017.parquet
S10_9022419_중학교,details/detail_part_017.parquet
S10_9022420_초등학교,details/detail_part_017.parquet
S10_9022440_초등학교,details/detail_part_017.parquet
S10_9022441_초등학교,details/detail_part_017.parquet
S10_9022442_중학교,details/detail_part_017.parquet
S10_9022443_초등학교,details/detail_part_017.parquet
S10_9022445_초등학교,details/detail_part_017.parquet
S10_9022447_중학교,details/detail_part_017.parquet
S10_9022466_중학교,details/detail_part_017.parquet
S10_9022467_중학교,details/detail_part_017.parquet
S10_9022469_중학교,details/detail_part_017.parquet
S10_9022479_초등학교,details/detail_part_017.parquet
S10_9022485_중학교,details/detail_part_017.parquet
S10_9022486_초등학교,details/detail_part_017.parquet
S10_9022503_중학교,details/detail_part_017.parquet
S10_9051007_초등학교,details/detail_part_017.parquet
S10_9051008_초등학교,details/detail_part_017.parquet
S10_9051009_초등학교,details/detail_part_017.parquet
S10_9051010_초등학교,details/detail_part_017.parquet
S10_9051011_초등학교,details/detail_part_017.parquet
S10_9051012_초등학교,details/detail_part_017.parquet
S10_9051013_초등학교,details/detail_part_017.parquet
S10_9051014_초등학교,details/detail_part_017.parquet
S10_9051015_초등학교,details/detail_part_017.parquet
S10_9051016_초등학교,details/detail_part_017.parquet
S10_9051017_초등학교,details/detail_part_017.parquet
S10_9051018_초등학교,details/detail_part_017.parquet
S10_9051019_초등학교,details/detail_part_017.parquet
S10_9051020_초등학교,details/detail_part_017.parquet
S10_9051021_초등학교,details/detail_part_017.parquet
S10_9051022_초등학교,details/detail_part_017.parquet
S10_9051023_초등학교,details/detail_part_017.parquet
S10_9051024_초등학교,details/detail_part_017.parquet
S10_9051025_초등학교,details/detail_part_017.parquet
S10_9051026_초등학교,details/detail_part_017.parquet
S10_9051027_초등학교,details/detail_part_017.parquet
S10_9051028_초등학교,details/detail_part_017.parquet
S10_9051029_초등학교,details/detail_part_017.parquet
S10_9051030_초등학교,details/detail_part_017.parquet
S10_9051031_초등학교,details/detail_part_017.parquet
S10_9051032_초등학교,details/detail_part_017.parquet
S10_9051033_초등학교,details/detail_part_017.parquet
S10_9051036_초등학교,details/detail_part_017.parquet
S10_9051037_초등학교,details/detail_part_017.parquet
S10_9051038_초등학교,details/detail_part_017.parquet
S10_9051039_초등학교,details/detail_part_017.parquet
S10_9051041_초등학교,details/detail_part_017.parquet
S10_9051042_초등학교,details/detail_part_017.parquet
S10_9051043_초등학교,details/detail_part_017.parquet
S10_9051044_초등학교,details/detail_part_017.parquet
S10_9051045_초등학교,details/detail_part_017.parquet
S10_9051046_초등학교,details/detail_part_017.parquet
S10_9051048_중학교,details/detail_part_017.parquet
S10_9051049_중학교,details/detail_part_017.parquet
S10_9051050_중학교,details/detail_part_017.parquet
S10_9051051_중학교,details/detail_part_017.parquet
S10_9051052_중학교,details/detail_part_017.parquet
S10_9051053_중학교,details/detail_part_017.parquet
S10_9051054_중학교,details/detail_part_017.parquet
S10_9051055_중학교,details/detail_part_017.parquet
S10_9051056_중학교,details/detail_part_017.parquet
